id,timetaken,batch,debriefinginsertifany,time_c_wide,track_c_wide,time_c_narrow1,track_c_narrow1,time_c_narrow2,track_c_narrow2,time_a_wide,track_a_wide,time_a_narrow,track_a_narrow,time_f_wide,track_f_wide,time_f_narrow,track_f_narrow,desert_grade,desert_grade_str,just_grade,just_grade_str,good_student,goodlife,econ_nation,econ_local,econ_self,goodlife_future,econ_nation_future,econ_local_future,econ_self_future,betteroff,children_sol,agency_slider,agency,agency_str,agency_self,agency_self_str,attitude_real,wealth_real,ambition_real,parenteduc_real,race_real,stablefam_real,gender_real,health_real,hardwork_real,econstate_real,education_real,school_real,connections_real,iq_real,creativity_real,attitude_ideal,wealth_ideal,ambition_ideal,parenteduc_ideal,race_ideal,stablefam_ideal,gender_ideal,health_ideal,hardwork_ideal,econstate_ideal,education_ideal,school_ideal,connections_ideal,iq_ideal,creativity_ideal,attitude_agency,wealth_agency,ambition_agency,parenteduc_agency,race_agency,stablefam_agency,gender_agency,health_agency,hardwork_agency,econstate_agency,education_agency,school_agency,connections_agency,iq_agency,creativity_agency,stability,stability_str,rich_income,rich_savings,poor_income,diff_incentives,gov_stayout,help_self,profits_benefit,society_real,society_ideal,society_achieve_10,society_achieve_50,society_achieve_ever,diff_large,gap_fix,diff_acceptable,accumulate_wealth,profits_fair,justice,justice_str,desert_salary,desert_rich,desert_rich_con,desert_rich_howmuch,desert_rich_howlittle,desert_poor,desert_poor_con,desert_poor_howmuch,desert_poor_howlittle,desert_americans,desert_americans_con,desert_americans_howmuch,desert_americans_howlittle,desert_realistic,progtaxes,gov_reducegap,gov_reducegap_str,gov_help,gov_help_str,gov_efficient,charity,time_1_0,track_1_0,time_1_1,track_1_1,time_1_2,track_1_2,time_2_0,track_2_0,time_2_1,track_2_1,time_2_2,track_2_2,exp_success,exp_desert,exp_desert_con,exp_desert_howmuch,exp_desert_howlittle,exp_progtaxes,exp_agency,exp_agency_str,exp_race,age,birth,urban,state,employment,unemployed,education,education_parents,school_hs,school_undergrad,school_grad,income,income_parents,class_now,class_childhood,race,gender,orientation,married,divorce,children,single_parent,religion,religiosity,theology,party,ideo,ideo_soc,ideo_econ,corr_ideal_real,corr_ideal_agency,time_check,race_other,religion_other,orientation_other,grade_exp_time,grade_exp_treat,exp_time,exp_treat,econ_current,econ_future,agency_within,agency_beyond,neoliberal,society_gap,egalitarian,society_achieve_10_str,society_achieve_50_str,society_achieve_ever_str,desert_salary_str,desert_rich_tot,desert_rich_mag,desert_poor_tot,desert_poor_mag,desert_americans_tot,desert_americans_mag,desert_realistic_str,progtaxes_str,gov_efficient_str,charity_str,exp_success_str,exp_desert_tot,exp_desert_mag,exp_progtaxes_str,exp_race_correct,exp_race_nonwhite,fulltime,school_private,school_ivy,income_household,class_change,nonwhite,female,gay,gay_strict,dem,party_str,liberal,ideo_str,liberal_soc,ideo_soc_str,liberal_econ,ideo_econ_str
15,15 minutes,7th batch,,,.,,.,,.,,.,,.,,.,16.0,F_narrow,1,2,1,3,1,1,2,1,1,1,2,1,1,3,2,"25, 75",1,3,1,3,0,0,0,2,0,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,2,1,1,1,1,3,3,1,1,1,2,3,3,3,3,2,2,2,4,2,4,3,4,2,2,1,3,17755,3000,5499,-2,-1,-1,-1,1,1,1,1,1,3,2,-2,-1,-1,1,3,1,1,2,3.0,,1,3,3.0,,1,3,3.0,,0,-1,1,3,1,3,1,0,,.,,.,,.,,.,,.,31.0,2_2,1.0,1,3,3.0,,-1,1,3,2,34,1979,3,36,3,1,5,5,0.0,1.0,,9,,2,2,1,1,1.0,0,0,0,1,1,4,0.0,2,0,0,0,0.31544665,0.3155439,15,.,.,.,16.0,F_narrow,31.0,2_2,1.3333334,,25,75,-1.25,0.0,-1.5,1.0,1.0,1.0,1.0,5.0,3.0,6.0,3.0,6.0,3.0,0.0,-1.0,3.0,0.0,1.0,6.0,3.0,-1.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17 minutes,7th batch,,,.,23.0,C_narrow1,,.,,.,,.,,.,,.,-1,-2,-1,-2,1,0,0,1,0,1,2,2,2,3,1,"65, 35",1,3,1,3,3,0,3,2,0,2,1,3,3,1,2,0,1,2,2,3,-3,3,2,-3,1,-3,1,3,0,1,-1,-1,2,2,4,0,4,0,0,1,0,3,4,0,3,2,0,3,2,1,3,100000,50000,10000,-1,-1,-2,-2,3,2,1,1,1,2,2,-3,-1,1,1,1,0,1,2,1.0,,-1,-2,,1.0,1,2,2.0,,1,0,-1,-2,-1,-2,1,0,,.,,.,,.,,.,25.0,2_1,,.,0.0,-1,0,,2.0,-1,-1,-3,0,40,1973,2,5,3,0,6,4,1.0,3.0,0.0,13,,2,1,1,1,1.0,5,0,1,0,7,3,0.0,0,-1,1,-1,0.88527435,0.75685954,17,., evangelical Christian,.,23.0,C_narrow1,25.0,2_1,2.0,,65,35,-1.5,-1.0,-2.0,1.0,2.0,3.0,0.0,3.0,1.0,-3.0,-1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-1.0,1.0,,2.0,1.0,0.0,13.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
17,21 minutes,7th batch,,,.,,.,,.,,.,,.,,.,55.0,F_narrow,1,3,1,3,1,0,-1,0,0,0,-2,-1,0,-1,-1,"50, 50",1,3,1,2,2,3,3,2,1,2,0,2,3,2,2,1,2,2,2,2,2,3,2,0,2,0,2,3,2,2,1,2,2,2,4,0,4,0,0,2,0,3,4,0,4,2,1,3,3,1,3,"100,000.00","100,000.00","40,000.00",1,0,-1,-1,2,3,-1,-1,-1,3,3,-1,1,2,1,2,0,-1,-3,,1.0,-1,-3,,3.0,1,1,1.0,,1,1,1,3,-1,-3,1,-1,19.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,3.0,,1,1,2,0,57,1956,4,14,-1,1,3,2,4.0,,,8,,1,1,1,1,1.0,1,1,1,0,1,3,1.0,3,3,2,3,0.9129757,0.5883484,21,.,.,.,55.0,F_narrow,19.0,1_0,-1.0,,50,50,-0.25,1.0,0.0,-3.0,-3.0,-3.0,0.0,-4.0,-1.0,-6.0,-3.0,2.0,1.0,1.0,3.0,1.0,-1.0,2.0,5.0,3.0,1.0,1.0,,,1.0,,8.0,0.0,1.0,0.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0
18,16 minutes,7th batch,,,.,,.,,.,,.,16.0,A_narrow,,.,,.,1,3,1,3,0,0,-2,-1,0,0,-1,-1,0,-1,1,"100, 0",1,3,1,3,3,0,3,3,0,3,0,3,3,3,3,1,3,3,3,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,1,3,1.000.000,1.000.000,15,-3,0,-3,-3,0,4,1,1,1,3,3,-3,-2,0,1,2,0,1,2,2.0,,-1,-2,,3.0,1,2,3.0,,1,1,1,2,-1,-2,1,0,,.,,.,,.,,.,23.0,2_1,,.,0.0,1,2,2.0,,1,1,2,0,51,1962,2,33,-1,1,2,2,1.0,,,5,,1,1,1,1,1.0,5,0,1,0,7,3,1.0,2,2,2,2,0.78178763,-0.13363062,16,., baptist,.,16.0,A_narrow,23.0,2_1,-0.6666667,,100,0,-2.25,4.0,-2.5,2.0,2.0,2.0,0.0,4.0,2.0,-5.0,-3.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,,,0.0,0.0,5.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
20,27 minutes,7th batch,,,.,243.0,C_narrow1,,.,,.,,.,,.,,.,-1,-1,1,2,1,1,1,0,2,1,2,2,3,3,3,"85, 15",1,3,1,3,3,1,3,1,-1,1,-1,2,3,2,2,1,0,2,3,3,-2,3,-2,-2,-1,-2,-1,3,0,2,1,-2,1,2,4,0,3,0,0,0,0,3,4,1,2,1,0,3,3,1,2,500000,1000000,10000,-1,1,-2,-2,1,3,1,1,0,1,1,-1,-3,0,1,1,-1,1,1,1.0,,-1,-1,,1.0,1,2,2.0,,-1,1,1,3,-1,-2,-1,0,,.,,.,,.,,.,,.,78.0,2_2,-1.0,1,1,1.0,,0,1,3,0,49,1964,4,33,3,1,6,4,1.0,3.0,0.0,14,,2,1,1,0,1.0,0,0,0,0,1,2,1.0,2,2,1,1,0.8409364,0.8597153,27,.,.,.,243.0,C_narrow1,78.0,2_2,2.3333333,,85,15,-1.0,2.0,-2.0,1.0,2.0,0.0,-1.0,2.0,1.0,-2.0,-1.0,4.0,2.0,-1.0,2.0,-2.0,0.0,-2.0,2.0,1.0,0.0,1.0,,2.0,1.0,0.0,14.0,1.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
21,19 minutes,7th batch,,,.,,.,,.,,.,,.,,.,39.0,F_narrow,1,3,1,3,0,0,-1,0,-3,1,0,0,1,-1,1,"40, 60",-1,-2,-1,-3,2,1,2,0,1,2,2,0,2,3,3,1,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,4,0,4,0,0,0,0,1,4,0,2,2,0,0,2,1,3,"1,000,000","1,000,000","20,000",0,0,0,0,0,4,-1,-1,1,0,0,0,0,0,-1,-1,-1,1,0,0.0,,1,1,1.0,,1,3,1.0,,1,0,1,3,-1,-3,0,1,20.0,1_0,,.,,.,,.,,.,,.,1.0,1,3,2.0,,0,1,2,0,24,1989,1,24,1,1,3,3,0.0,0.0,,9,,2,0,1,0,1.0,0,0,0,0,1,3,1.0,1,3,3,3,0.32732683,-0.215742,19,.,.,.,39.0,F_narrow,20.0,1_0,0.33333334,,40,60,0.0,4.0,0.0,-3.0,-3.0,3.0,-3.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,,1.0,0.0,0.0,9.0,2.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
22,11 minutes,7th batch,,,.,27.0,C_narrow1,,.,,.,,.,,.,,.,1,1,1,1,1,0,-3,-3,-3,0,0,0,1,2,-1,"30, 70",-1,-1,-1,-2,2,3,2,1,2,1,3,0,1,3,3,1,1,3,2,3,-3,3,-2,-3,-2,-3,2,3,1,2,-1,0,2,1,4,0,3,0,0,0,0,1,4,0,2,2,0,3,2,1,2,100000,100000,40000,0,1,-1,-1,0,3,-1,-1,-1,3,3,1,0,2,-1,-3,-1,-1,-3,,2.0,-1,-1,,1.0,1,1,2.0,,1,1,1,2,-1,-2,-1,-1,,.,19.0,1_1,,.,,.,,.,,.,1.0,1,1,2.0,,1,-1,-1,0,19,1994,2,47,-2,1,3,6,1.0,1.0,,14,,1,1,1,0,-1.0,0,0,0,0,7,2,,3,3,2,1,-0.0802673,0.8052743,11,.,.,.,27.0,C_narrow1,19.0,1_1,0.33333334,,30,70,-0.25,3.0,0.5,-3.0,-2.0,-2.0,-1.0,-5.0,-2.0,-2.0,-1.0,3.0,2.0,1.0,2.0,-1.0,-2.0,1.0,3.0,2.0,1.0,1.0,,,1.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0
23,23 minutes,7th batch,,,.,,.,,.,,.,,.,,.,52.0,F_narrow,1,2,1,2,1,0,-1,0,0,0,-1,1,0,-3,-2,"50, 50",-1,0,-1,-2,3,2,2,1,3,1,1,1,3,3,1,1,1,1,3,2,0,2,0,0,1,0,1,3,2,1,1,0,1,2,2,0,2,0,0,0,0,2,3,0,3,3,0,1,2,1,2,1000000000,100000000,22000,3,3,2,2,0,3,-1,-1,-1,3,3,2,2,3,-1,-2,-1,-1,-3,,1.0,-1,-3,,2.0,1,3,2.0,,-1,1,1,3,-1,-3,0,0,,.,22.0,1_1,,.,,.,,.,,.,1.0,1,2,3.0,,1,1,1,1,71,1942,3,5,1,1,5,2,1.0,1.0,,8,,1,1,1,0,1.0,1,1,1,1,0,0,1.0,1,3,3,3,0.56854707,0.6345188,23,.,.,.,52.0,F_narrow,22.0,1_1,0.0,,50,50,2.5,3.0,2.0,-3.0,-3.0,-3.0,-1.0,-4.0,-1.0,-5.0,-2.0,5.0,2.0,-3.0,3.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
24,15 minutes,7th batch,,,.,26.0,C_narrow1,,.,,.,,.,,.,,.,-1,-1,-1,-2,1,0,-2,-2,0,0,-1,0,1,2,0,"40, 60",-1,-3,-1,-2,3,3,1,3,3,3,3,1,2,2,2,3,2,3,3,3,-3,3,-3,-3,-3,-3,-3,3,-3,2,-3,-3,2,2,2,0,2,0,0,0,0,3,4,0,2,1,0,2,2,1,2,100000,150000,50000,-1,3,2,3,1,4,-1,-1,-1,3,3,2,2,3,-1,-3,-1,-1,-3,,2.0,-1,-3,,3.0,1,2,2.0,,-1,1,1,3,-1,-3,1,-1,,.,,.,,.,,.,,.,40.0,2_2,-1.0,1,1,1.0,,-1,1,1,1,21,1992,3,10,-2,1,3,3,1.0,1.0,,5,,1,2,6,0,,0,0,0,0,0,2,,1,3,3,3,-0.18481016,0.7398638,15, Two or More,., Demisexual,26.0,C_narrow1,40.0,2_2,0.0,,40,60,1.75,3.0,2.0,-3.0,-3.0,-3.0,-2.0,-5.0,-2.0,-6.0,-3.0,4.0,2.0,-2.0,2.0,1.0,-2.0,-2.0,2.0,1.0,-2.0,0.0,0.0,,1.0,0.0,5.0,-1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
25,16 minutes,7th batch,,61.0,C_wide,,.,,.,,.,,.,,.,,.,1,3,1,3,1,0,3,3,2,1,3,2,3,3,3,"40, 60",1,3,1,3,3,2,2,3,2,2,3,3,1,1,2,1,3,3,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,1,3,1000000,500000,16000,-3,-2,3,3,3,1,1,1,1,3,2,-2,-3,-3,1,3,1,1,3,3.0,,1,2,3.0,,1,2,3.0,,1,1,1,2,1,3,1,1,,.,,.,,.,50.0,2_0,,.,,.,1.0,1,3,2.0,,1,1,1,2,37,1976,2,47,-3,0,2,2,1.0,3.0,,8,,1,0,1,0,1.0,5,0,1,0,2,1,0.0,0,-2,-2,-2,0.36262032,-0.10660036,16,.,.,.,61.0,C_wide,50.0,2_0,2.6666667,,40,60,0.25,-2.0,-2.5,3.0,3.0,2.0,2.0,6.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,3.0,0.0,1.0,,0.0,0.0,8.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
26,13 minutes,7th batch,,,.,33.0,C_narrow1,,.,,.,,.,,.,,.,1,2,1,2,1,0,-2,2,0,0,-1,0,-1,1,-1,"60, 40",1,2,1,1,2,2,3,0,1,0,2,2,2,2,1,1,2,0,1,2,0,2,0,0,0,0,2,2,2,0,0,0,2,2,4,0,2,0,0,0,0,2,4,0,2,2,0,3,1,1,2,500000,5000000,25000,-1,-1,-3,-2,2,3,-1,0,0,-2,-2,-2,-3,0,1,1,0,1,2,2.0,,-1,-2,,2.0,-1,-1,,2.0,-1,0,-1,-3,-1,-2,-1,1,,.,,.,37.0,1_2,,.,,.,,.,1.0,1,2,2.0,,0,-1,-2,0,55,1958,4,5,2,1,3,3,1.0,3.0,,9,,1,1,0,1,1.0,5,1,0,0,0,3,,0,0,2,-3,0.33430687,0.6163921,13,.,.,.,33.0,C_narrow1,37.0,1_2,-0.6666667,,60,40,-1.75,1.0,-2.5,-1.0,0.0,0.0,0.0,4.0,2.0,-4.0,-2.0,-3.0,-2.0,-3.0,0.0,-3.0,2.0,1.0,4.0,2.0,0.0,1.0,,2.0,0.0,0.0,9.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-3.0
27,18 minutes,7th batch,,,.,,.,,.,,.,,.,45.0,F_wide,,.,1,3,1,3,0,0,0,0,1,1,-1,-1,1,3,0,"75, 25",1,2,1,2,3,0,3,0,0,0,0,3,3,0,3,0,0,3,0,3,0,3,0,0,0,0,3,3,1,3,0,0,2,1,4,0,4,0,0,0,0,2,4,0,4,0,1,2,2,1,3,"100,000.00","1,000,000.00","30,000",3,3,0,0,0,2,-1,-1,-1,3,3,-2,-2,3,-1,-3,-1,1,1,1.0,,-1,-2,,2.0,1,2,1.0,,0,1,1,3,1,3,1,0,,.,,.,,.,,.,65.0,2_1,,.,-1.0,-1,-3,,1.0,-1,1,2,0,57,1956,2,10,2,0,6,2,1.0,3.0,1.0,12,,2,1,1,0,1.0,5,0,0,0,7,4,0.0,3,0,0,0,0.95462227,0.9206682,18,., pentcostal,.,45.0,F_wide,65.0,2_1,-0.33333334,,75,25,1.5,2.0,-2.0,-3.0,-3.0,-3.0,-1.0,2.0,1.0,-4.0,-2.0,3.0,1.0,0.0,3.0,2.0,0.0,-3.0,-4.0,-1.0,-3.0,1.0,,2.0,0.0,0.0,12.0,1.0,1.0,1.0,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
30,13 minutes,7th batch,,,.,,.,,.,,.,,.,43.0,F_wide,,.,-1,-2,-1,-1,2,0,0,-2,2,1,2,1,1,3,2,"20, 80",-1,-3,1,2,3,3,3,2,3,3,3,1,3,2,3,3,3,2,3,3,-3,3,-2,-3,0,-3,-3,3,1,2,-3,-3,3,3,4,0,4,0,0,0,1,0,3,0,2,1,0,0,2,1,2,"300,000","200,000","50,000",3,3,3,3,0,4,-1,-1,-1,3,3,1,-1,3,-1,-2,0,-1,-1,,1.0,-1,-3,,3.0,-1,-2,,1.0,-1,1,1,3,-1,-2,1,-1,,.,,.,33.0,1_2,,.,,.,,.,1.0,-1,-3,,2.0,1,-1,-2,0,18,1995,1,36,-2,1,1,6,4.0,,,13,,2,2,1,0,0.0,0,0,0,0,0,1,1.0,3,3,3,3,0.13906068,0.67156976,13,.,.,.,43.0,F_wide,33.0,1_2,1.3333334,,20,80,3.0,4.0,0.0,-3.0,-3.0,-2.0,0.0,-2.0,-1.0,-6.0,-3.0,-3.0,-1.0,-2.0,2.0,1.0,-1.0,2.0,-5.0,-2.0,2.0,1.0,,,1.0,0.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
31,22 minutes,7th batch,,22.0,C_wide,,.,,.,,.,,.,,.,,.,-1,-3,-1,-3,0,0,0,0,-1,1,2,2,3,1,1,"65, 35",1,3,1,3,3,-3,3,-3,3,1,1,3,3,3,3,1,-2,3,2,3,-2,3,0,3,3,3,-3,3,2,3,3,0,3,2,4,0,4,0,0,0,0,4,4,0,4,2,2,4,4,1,3,50000,500000,10000,-2,0,1,-2,1,2,0,1,1,3,3,3,0,2,-1,-3,0,1,1,1.0,,-1,-2,,3.0,-1,-2,,1.0,1,1,1,2,-1,-1,1,-1,38.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,3.0,,1,1,2,1,42,1971,0,47,-3,1,3,1,1.0,1.0,,10,,1,0,1,0,1.0,5,0,1,0,7,3,-1.0,3,3,3,3,0.5262589,0.12038331,22,., christianity,.,22.0,C_wide,38.0,1_0,2.3333333,,65,35,-0.75,1.0,1.5,0.0,1.0,1.0,0.0,2.0,1.0,-5.0,-3.0,-3.0,-1.0,1.0,3.0,2.0,-1.0,3.0,5.0,3.0,1.0,0.0,0.0,,1.0,0.0,10.0,1.0,1.0,1.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
32,36 minutes,7th batch,,67.0,C_wide,,.,,.,,.,,.,,.,,.,1,2,1,2,0,0,0,-1,0,0,-1,-1,-1,1,0,"50, 50",1,2,-1,-2,3,2,3,1,1,2,1,1,3,1,2,2,3,2,2,1,-3,2,-3,-3,-2,-3,1,3,1,1,-3,-3,2,2,4,0,4,0,0,0,0,2,4,0,1,1,0,0,4,1,2,100000,150000,25000,0,2,-1,1,1,2,-1,-1,-1,2,3,1,2,3,1,1,1,-1,-2,,2.0,-1,-2,,3.0,1,2,2.0,,1,-1,1,2,1,0,-1,0,70.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,3.0,,1,1,2,0,61,1951,2,33,2,1,4,2,1.0,0.0,,8,,1,1,1,1,1.0,3,0,1,1,0,0,1.0,3,1,1,1,0.35720542,0.7031847,36,.,.,.,67.0,C_wide,70.0,1_0,-1.0,,50,50,0.5,1.0,1.5,-2.0,-2.0,-2.0,2.0,-4.0,-2.0,-5.0,-3.0,4.0,2.0,1.0,-2.0,-2.0,0.0,3.0,5.0,3.0,1.0,1.0,,2.0,0.0,0.0,8.0,0.0,1.0,0.0,-1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
34,12 minutes,7th batch,,,.,50.0,C_narrow1,,.,,.,,.,,.,,.,-1,-2,1,2,1,0,1,2,-1,0,2,1,2,2,1,"35, 65",-1,-1,1,2,2,1,2,1,1,-1,2,2,2,1,1,2,2,3,-1,1,2,3,2,2,2,1,3,2,2,3,2,1,2,2,3,4,3,3,3,3,2,4,3,3,1,3,4,2,3,1,3,1000000,1000000,15000,-3,-2,-2,-1,2,0,1,1,1,2,2,-3,-1,-2,-1,-3,1,1,2,2.0,,-1,-3,,1.0,1,3,2.0,,1,1,1,2,-1,-2,1,1,,.,,.,,.,32.0,2_0,,.,,.,-1.0,-1,-2,,2.0,1,1,2,0,32,1981,2,31,1,1,5,2,1.0,1.0,,6,,1,1,2,1,1.0,4,0,0,0,2,4,,0,0,0,0,-0.09805807,-0.13658959,12,.,.,.,50.0,C_narrow1,32.0,2_0,1.6666666,,35,65,-2.0,-2.0,-2.0,1.0,2.0,3.0,3.0,4.0,2.0,-4.0,-1.0,5.0,2.0,1.0,2.0,3.0,1.0,-2.0,-4.0,-2.0,1.0,1.0,,1.0,1.0,0.0,6.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,11 minutes,7th batch,,,.,22.0,C_narrow1,,.,,.,,.,,.,,.,1,0,1,0,2,0,-2,-1,-1,1,0,0,1,-1,1,"35, 65",-1,-3,1,0,2,3,2,3,0,3,-1,2,2,3,2,0,3,1,-1,3,-3,3,-3,-3,0,-3,0,3,-2,0,-3,-3,3,3,4,0,3,0,0,1,0,2,4,0,3,3,0,2,3,1,1,"100,000","100,000","50,000",3,3,3,3,0,4,-1,-1,-1,3,3,3,3,3,-1,-2,-1,-1,-3,,1.0,-1,-2,,1.0,-1,-2,,1.0,-1,1,1,3,-1,-1,1,-1,,.,17.0,1_1,,.,,.,,.,,.,1.0,1,1,2.0,,1,1,1,1,25,1988,1,5,1,1,5,6,0.0,1.0,,0,,0,2,1,0,1.0,0,0,0,0,7,3,1.0,0,0,1,0,-0.073036164,0.7910403,11,.,.,.,22.0,C_narrow1,17.0,1_1,0.33333334,,35,65,3.0,4.0,3.0,-3.0,-2.0,-1.0,-1.0,-4.0,-1.0,-3.0,-1.0,-3.0,-1.0,-1.0,3.0,2.0,-1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36,24 minutes,7th batch,,,.,,.,,.,20.0,A_wide,,.,,.,,.,-1,-3,-1,-3,1,1,1,1,2,1,2,1,2,2,3,"70, 30",1,2,1,2,3,-2,2,1,3,1,0,3,3,1,2,2,-3,3,3,3,-2,3,2,1,3,-2,3,3,2,2,3,1,3,3,4,1,4,1,1,2,0,3,4,3,4,3,1,4,4,1,3,"100,000","500,000","30,000",-3,2,3,3,0,4,1,1,1,3,3,3,3,3,-1,-3,0,-1,-2,,1.0,-1,-3,,3.0,-1,-3,,2.0,1,1,1,3,1,2,1,0,,.,,.,,.,36.0,2_0,,.,,.,-1.0,-1,-3,,1.0,-1,-1,-3,0,31,1982,2,11,3,0,5,5,1.0,3.0,,14,,2,2,1,0,1.0,5,0,1,0,1,4,1.0,3,3,3,3,0.6789869,0.7738941,24,.,.,.,20.0,A_wide,36.0,2_0,1.6666666,,70,30,1.25,4.0,3.0,1.0,3.0,3.0,0.0,-3.0,-1.0,-6.0,-3.0,-5.0,-2.0,1.0,2.0,2.0,0.0,-3.0,-4.0,-1.0,-2.0,1.0,,2.0,0.0,0.0,14.0,0.0,1.0,1.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
37,11 minutes,7th batch,,27.0,C_wide,,.,,.,,.,,.,,.,,.,-1,-3,-1,-3,2,1,2,1,2,1,3,2,2,2,3,"65, 35",-1,-3,1,3,3,1,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,1,3,3,-1,3,3,3,3,2,4,3,4,1,4,3,4,4,4,3,4,4,2,4,4,1,3,"150,000","600,000","25,000",-3,2,-2,3,0,2,1,1,1,3,3,3,3,3,-1,-3,0,-1,-3,,3.0,-1,-3,,3.0,-1,-3,,3.0,1,1,1,3,1,3,1,1,,.,,.,,.,34.0,2_0,,.,,.,-1.0,-1,-3,,3.0,-1,-1,-3,0,34,1979,2,23,3,0,5,4,1.0,3.0,,14,,2,1,1,1,1.0,5,0,1,0,1,4,1.0,3,3,3,3,-0.27420425,0.050838828,11,.,.,.,27.0,C_wide,34.0,2_0,2.3333333,,65,35,0.0,2.0,3.0,2.0,3.0,3.0,0.0,-6.0,-3.0,-6.0,-3.0,-6.0,-3.0,1.0,3.0,2.0,1.0,-3.0,-6.0,-3.0,-3.0,1.0,,2.0,0.0,0.0,14.0,1.0,1.0,0.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
38,12 minutes,7th batch,,,.,,.,,.,,.,15.0,A_narrow,,.,,.,-1,-2,1,1,2,1,0,0,0,0,1,1,1,1,0,"60, 40",-1,0,-1,-1,2,1,1,-1,-1,1,0,0,2,2,1,1,1,0,1,2,-1,2,-1,-2,-1,-2,-1,3,-1,0,1,-1,2,1,3,0,3,0,0,0,0,1,3,0,2,2,1,2,1,1,0,40000,50000,10000,-1,1,2,0,2,4,-1,-1,-1,1,1,-1,-1,-1,1,0,1,-1,0,,0.0,-1,-1,,0.0,-1,0,,0.0,0,1,1,0,1,0,1,-1,,.,,.,,.,,.,20.0,2_1,,.,0.0,-1,-1,,1.0,-1,-1,-2,0,21,1992,4,5,-2,1,3,4,1.0,3.0,,12,,2,2,4,0,1.0,0,0,0,0,1,3,1.0,0,0,0,0,0.5155027,0.9034983,12,.,.,.,15.0,A_narrow,20.0,2_1,1.0,,60,40,0.5,2.0,-1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-2.0,-1.0,-3.0,1.0,,,0.0,0.0,12.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
